Disease,Text Pattern
migraine,"Along with eyesight problems, increased appetite, a sore neck, melancholy, irritability, and regular headaches, I have also been experiencing acid reflux, indigestion, and frequent migraines. My regular activities have been made more challenging by these symptoms, which have been causing me a great deal of distress."
migraine,"Along with eyesight problems, increased appetite, a sore neck, melancholy, irritability, and regular headaches, I have also been experiencing acid reflux, indigestion, and frequent dizziness. My regular activities have been made more tough by these symptoms, which have been causing me a great deal of distress."
migraine,"I have been experiencing acidity, indigestion, headaches, and blurred and distorted vision, as well as excessive hunger, a stiff neck, depression, irritability, and visual disturbance. These symptoms have been affecting my daily life and causing me discomfort."
migraine,"I have been struggling with acid reflux, indigestion, and headaches, as well as blurred and distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance. These symptoms have been causing me a lot of problems and making it difficult to concentrate and function normally."
minor_bruise,"I bumped my leg, and now there's this dark mark that hurts when i touch it"
minor_bruise,"I noticed a purple patch on my arm after a fall, it's tender to the touch"
minor_bruise,"My skin turned blue after hitting my shin, feels sore and looks ugly"
minor_bruise,"I have this red spot on my hand from a minor accident, it stings a bit"
minor_bruise,"I slipped on the stairs, now my ankle is swollen and bruised"
minor_bruise,"There's a yellowish bruise on my back, it's itchy and uncomfortable"
minor_bruise,"I got a bruise on my knee playing sports, it's painful and swollen"
minor_bruise,"I accidentally hit my head, now there's a bump and a bruise"
minor_bruise,"After gardening, my hands are covered in bruises and they ache"
minor_bruise,"I have these small bruises on my legs, not sure where they came from"
minor_bruise,"My shoulder hurts after lifting weights, and there's a bruise there"
minor_bruise,"I woke up with a bruise on my thigh, no idea how it got there"
minor_bruise,My finger is bruised and stiff after closing it in a door
minor_bruise,"I have a bruise on my hip from a bike fall, hurts to move"
minor_bruise,"There's a bruise on my chest after a minor car accident, feels tender"
minor_bruise,"I have bruises on my arms after moving furniture, they're sore"
minor_bruise,My toe is bruised and swollen after stubbing it on the table
minor_bruise,"I have a bruise on my forehead from walking into a door, embarrassing"
minor_bruise,"After a long flight, my legs are covered in bruises and feel heavy"
minor_bruise,"I noticed a bruise on my wrist, not sure how it got there"
minor_bruise,My shin is bruised and throbbing after bumping it on the coffee table
minor_bruise,"There's a bruise on my elbow after a fall, it hurts to bend"
minor_bruise,"I have a bruise on my stomach, feels tender to the touch"
minor_bruise,My calf is bruised and swollen after a minor sports injury
minor_bruise,"I have bruises on my knuckles from boxing training, they ache"
minor_bruise,"After a hike, my legs are bruised and sore, but worth it"
minor_bruise,"I have a bruise on my ankle, it's painful to walk on"
minor_bruise,"I noticed a bruise on my neck, don't remember how i got it"
minor_bruise,My back is covered in bruises after a rough game of rugby
minor_bruise,"There's a bruise on my shoulder, hurts when i raise my arm"
minor_bruise,"I have bruises on my palms from falling off my bike, they sting"
minor_bruise,"My wrist is bruised and swollen after a minor fall, hard to grip"
minor_bruise,"I have a bruise on my nose from bumping into a wall, hurts to touch"
minor_bruise,"After a dance class, my legs are bruised and tender"
minor_bruise,"I have bruises on my thighs from a tough workout, they're sore"
minor_bruise,"My knuckles are bruised from punching a bag too hard, lesson learned"
minor_bruise,"I have a bruise on my cheek from accidentally hitting myself, clumsy me"
minor_bruise,My foot is bruised and swollen after dropping something on it
minor_bruise,"After a day of gardening, my arms are covered in bruises and scratches"
minor_bruise,"I have a bruise on my chest from a fall, feels tender and painful"
minor_bruise,My fingers are bruised and stiff after playing guitar for hours
minor_bruise,"I noticed a bruise on my palm, probably from banging it on something"
minor_bruise,My knee is bruised and swollen after a minor sports injury
minor_bruise,"I have bruises on my shoulders from carrying heavy bags, they ache"
minor_bruise,"After a hike, my arms are bruised and tired, but the views were worth it"
minor_bruise,"I have a bruise on my chin after falling, hurts to touch"
minor_bruise,My calf is bruised and throbbing after a kickboxing class
minor_bruise,"I have bruises on my thighs from a cycling accident, they're tender"
minor_bruise,"My knuckles are bruised from a boxing match, they ache"
minor_bruise,"After a long day at work, my back is covered in bruises, time for a massage"
mononucleosis,"I've been completely wiped out, doc sore throat, swollen glands, and this neverending fatigue feels like i've been hit by a truck"
mononucleosis,"My throat feels like it's on fire, and i can barely swallow it's like a constant lump in my throat"
mononucleosis,"I thought it was just a cold, but the fever won't go away i'm sweating one minute and freezing the next"
mononucleosis,"My neck is so swollen, it's like i have golf balls under my skin hurts to even turn my head"
mononucleosis,I have this weird rash all over it's itchy and makes me feel even more miserable
mononucleosis,"My head is pounding, and i can't focus on anything even simple tasks feel like climbing a mountain"
mononucleosis,"My muscles ache like i've run a marathon, but i haven't even left my bed it's exhausting"
mononucleosis,"I've lost my appetite completely, and food tastes like cardboard i just can't bring myself to eat"
mononucleosis,"I feel dizzy and lightheaded all the time standing up is a challenge, let alone walking"
mononucleosis,"My spleen hurts so much, it's like a constant dull ache in my side makes me afraid to move"
mononucleosis,"I wake up drenched in sweat, even though i'm shivering from the chills it's a neverending cycle"
mononucleosis,"My eyes are so sensitive to light, it's like i'm staring into the sun everything hurts"
mononucleosis,"I'm so congested, it feels like i'm suffocating breathing is a struggle, especially at night"
mononucleosis,"My joints ache like i'm 80 years old every movement is agony, and i feel so stiff"
mononucleosis,"My skin is so pale, and i have dark circles under my eyes i look like a ghost"
mononucleosis,I have this constant metallic taste in my mouth it's disgusting and won't go away
mononucleosis,"My stomach is in knots, and i feel nauseous all the time eating is the last thing on my mind"
mononucleosis,"I feel like i'm in a fog, like my brain is wrapped in cotton i can't think straight"
